index,smiles
1183,CC12NC3(CC13)ON1C3(N2)C24OC56C78C12C34C12C73C54C63C35C67C9%10C%11%12OOC9(C9%13OON9C%11%13O%12)C%106C13C21C84C751
1184,CCCOC12C3C1C14N5C67C89OC8%10C8%11N%12OC6(C58C%105N6C98C67C58C56C78C9%10N%13C7%14C98C%137C58C%10%14C786)C15C1(C32)C%12%11C415
1185,CCC12CCOC1(C)C13C45OC67C18C31C24C82C51C61C73C45C67C18C19C2%10C8(C6%101)C79C12C36C41C13C47C8(C562)C12C81C34C721
1186,N1C2C3C45ON6OC47C23C57C16C12OC13C21C24C56N7C58C75C37C63C85C5(C68C9%10OOC%11%12C9%13OC%119C%10(C%13%126)C985)C32C174.P
1187,CC1C2C3C4C25C1C1(OC26C(F)(C78N9C%10%11C7%12C97C9(C8%10%12)C%118C9%10C79C7%11C8%12C98C%107C%12%118)SC78C9%10OC29C16C12C%106C71C862)C345
1188,CC12C3C45CC16C1(C7C32C746)N2C53N4N5C46C4(OC47ON7C47N8C9%10C%11%12OC%119C89C%108OC%12%10C%11(C4%12OC8%12%11)C7%109)C54C26C134
1189,ClC12C34OC56C31C13C7(N4C48C29C(N2C%10%11C2%12C2%13C%14%15OC%14%16C%10%14C%162C%12%14C%15%11%13)(C541)C879)C63C12C34N5C67C31C21C62C53C75C46C32C561
1190,CC12OC13C14OC56C7(C89C2C83C19)C12C4(OC34C89C3%10C3%11C%12%13C%14%15OC%14%16C%12%14N%12C%15%17C%12%13C%16%17C%12%13C%14%15C%14%16C8%10C%15%14C3%12C%13%16C49%11)C51C672
1191,CC12NC3C45OC6C78C(CC9%10C6%11C96C9(F)C%12%13C%14(F)C%15%16N%17OC%18%19C%15%20C%17%15C9%17C%12(C%10%11C314)C6%13C%141C%203C%16%15C%184C%176C%193C146)C7C825
1192,O1C23C45OC26C32C37C14C53C627.O1C23OC45C67OC6(C16C21C2C8C21C84C365)C71C23C45OC67C89C4%10C84C52C62C13C21C74C%1091
1193,FC1CC12C1CC34C12C12C35C3C41C352.O1C23C14C21C25C67OC89C4%10C36C%10(C812)C75C91C23C14C21C25C36C37C48C34C62C84C157
1194,O1OC23C1ON1C45C67C2C42C48C9%10C%11%12OC%13%14C%15%16C%17(OS%17)SC%15%17C%15%18ON%15C%18%17C%15%17C%13%18C%119C9(C%14%15C%12%16C%18%179)C9(C36C175)C21C%104C819
1195,NOC1C23C14C21C25C67OC89C%10(C%11%12OC%13%14C%15(C%11(O%12)C%11%12C8%16C6(C412)C%111C72C%10%16C%1221)C%131C24C67C8%10OC6%11C87C%106C%142C12C%116C%1542)C935
1196,C.CC1C23OC45C26CN3C16C41OC23N4C67OC89C5%10C42C3(C61%10)C81C72C34C5(F)C67N8C6%10C83C36C7%10C47C53C67C921.CN
1197,C.ClC12C34OC5(N6C78C69C76C18C91C78C9%10OOSC9(O%10)C59C65C97C815)C15C67P(C89C%10C%11CC%11%12N%11C%10%13C%118C%12%139)C36C71C245
1198,O1C23C45OC67C48C52C24C59OC5%10OC5%11C%10(C592)C%114C32C13C14C59C%10N%11OC%12%13C%14(C1%15N%11C1%11C%16C%10%15C15C%16%119)C15C%12(C364)C%141C%135C782
1199,CC(N1OC23OC12N(F)C12N4C56C78C9%10N%11C%12%13OC9%14C%11%12C9%11C%13%12C%107C59C85C%14%11C%125C57C38C13C1(C42C315)C687)C12CC1C2O
1200,C.IOC12C34N5C36N3C78C19C52C1(C679)C25C36C3(C482)C24C78C9%10CCC%11%12C%13%14OC%15(C%11(C9%13)C%10%14%15)C%127C82C27C89C61C31C58C92C417
1201,C1C2CC1C1(N3C45N6C47C54C65C74C34C36C78N9N(C%10%11OC%10%12N7C%11%128)C93C37C89C4%10C38C%103C56C793)C34C56C2C52C65C26C13C456
1202,C.C1C2C3C4OC35C1C51C23OC12C43C13C45C67N8C9%10C6%11C86C98C69C2%10C4(C71C%1189)C31C23C54N5C67OC89C5%10C2(C684)C%101C793
1203,CC1CC1C12C3(C)C14CC32C12C35C67N8C9%10N%11C%12%13C%11%14C%12(C9%13C39C86C43C19C325)C%107C12C34C56N7C89SC%10(C78C5%10N96)C31C%1442
1204,CCC12C34OC35C36N7C18C31OC39C%10%11C%12%13C%14(F)C%15%16P%17C%18%19SC%18%20C%15%18OC%18%15C%14%18C%20%16C%15%14C%17%15C%19(C%15%18%14)C%12%14C6(C72C458)C1%14C31C9%10C%13%111
1205,CNOC1N2C3(C)C12C12N4C56N1C17C89C32C45C68C12C71C34C56C78OC7%10C87C3(C53C45C14C92C345)C12C34C%106C15C31C74C521
1206,C1CC23C14C1C25C32C36C47C1(C14C89C%10(C%11%12OC%11%13OC%11%14OC%15%16C%11%17C%13%11C%13%18C%19%20OC%19%13N%20C%14%13C%15%11C%16%13C%12%18%17)C8%11C%108C19C4%118)C31C57C216
1207,CC12OC34C1C21C25OC26OC65ON2C56N(C7(F)C28C75C82C3(C)C412)C12C34N5C7(F)N3C71C51N3C57OOC5(C314)C762
1208,CC1CNC1C1N2C34C56OC78C9(C253)C72C8(C35C78OC7%10C7%11C%12(Cl)C%13%14C7%15C%137C%12%13C%15%12C%11%14C%12%11C%137C7%12C%10%13C3%10C85C%107C%13%12%11)C92C164
1209,CC12C3C4C15OC16C78C9%10N%11C%12%13C%14%15N%16C%14%17N%14C%18(C%19%20OC%21%22OC%21%23C%19%21OC%20%18C%22%23%21)C%14%18C%15%14C%16%17C%12(C%18%13%14)C%12%13C2(C345)C1(C67%12)C%131C%119C%1081
1210,C.CC12C34C5(NO5)C15C23C45C12C34N5N6N3C3(C654)C45N6C78OC49C65C73C83C45C67C8%10OC6%11C6%12C8%13N%10C%136C94C%11%12C71C325
1211,CCC(OC)C12C3C4(C)C15C41C54C35C23C26C78C9%10N%11C%12%13C%14%15SC%12%16C%12%17OC%129C79C%17%14C%118C%107C%16(C%15%139)C78C57C35C42C52C17C862
1212,C1C2CC34C25C1N1C32C13C16C78OOC9%10N%11C%12%13C%14%15OC%16%17C9%12C%11%10C9%10C%11%12OC%18%19C%20(OC%14%21C%18%11C%21%19%12)C%15(C(O7)(C%16%139)C51C23C846)C%20%17%10
1213,FC12CC3CC45C6OC4(C36)C15C21C23N4N5OC6(OC78C69C76C7%10OOC7%11C89C%10%116)C67C52C46C24C56OC28C57C82C64C312
1214,C1C23OC24C2C15C1(SC56C57C89N%10C8%11C15C67C%111C%105C67C8%10SC6%11C6%12C8%13N8C%136C8%12C68C%12%13N%14C%12(C%116C%10%138)C68C%14%10C96C71C%1058)C234
1215,CN1C2(C3(N)C4(O)CC432)C23C14C21C25OC26C27C89C%10(OC%10%11C8%10P8C%12%13C%14%15N%16C%10%17C%12%10C%16%12C%14%16C%17%15C%14(C8%13C%12%16%14)C%11%102)C92C57C62C413
1216,CC1C23C45NC6C42C5(C)C24C63C23C25OC67OC89C%10(F)C8%11C8%12OC8%13C%128C%10(C%10%12N%14C9%15C29C62C%156C1%15C%14%10C9(C7%126)C52C%1543)C%13%118
1217,CC12C3C4(CN)C5(C6(Cl)N(F)C78C9%10C6%11C96C79C67C86C%108C9%10C9(C%12%13C%14%15N%16C%14%17N%14C%12%18C%16%13C%17%15C%14%12C%18%13C%12%14C%139C%11%147)C68%10)C16C32C456
1218,CC12CC34N5C67CC6C68C3(OC16C21C82C36N8C39C86C92C12C13C68N9C%10%11N%12OC%10%13C%11%10C%11%14N6N6C%11(C%13%10C%129%14)C29C61C839)C574
1219,CC12C3CC4(O)C5(C1C32)C12N3C67C38C39C1%10C81C28C46C3(C578)C23C45C67C8%11C%12%13OC%14%15C%128C%118C%13%14C%156C46C4(C%1097)C67C52C18C437
1220,CC12C34CCC13C13C24C24OC56C78OC9(N2C42C54C65C6(C%10%11OC%12%13OC%14%15C%16(F)C%12%10C%11%10C%14%11C%13(F)C%106C%16%15%11)C245)C72C84C91C234
1221,C.C1NOC23C45OC46C47C18OC52C34C12C34C59OC%10%11C%12%13C%14%15OC%16%17C%18%19OC%16%18C%17%19OC%16(C%14%17C%12(O%15)C%16%13%17)C%103C53C94C61C32C8%117
1222,O1C23C45C67P8C69C76C87C28C32C73C87C4(C14C1(C965)C56C48C14C19C%10%11C%12C%13C%14%15C%16%17OC%18(C%12%14C%12%14C%16C%17%12C%13%15%14)C%101C85C41C%186C%1191)C237
1223,CN1CC23C14C15CC1CC16C78OC14C21C63N7C82N3C52C31C12C34C56N7C89C%10%11ON(C%10%12OC%12%10N%11C5%11C78C%10%116)C95C13C524
1224,CCC12C34N(N5C6C7C8CC89C78CN8C659)C56C17C18N9C1%10C1%11OC%12%13ON%14C%15%16C%17%18N%19C1%17C%18%15C%19%16C%14%11C71C93C25C%12(C4%106)C%1381
1225,C1N2C3C45C16C31C37C89C%10C64C34C8(C%103C16C94C31C34C89OC%10%11N%12OC%10(C%11%10OC%11%13C%14%15C%11%16C%14%11C%16%14C%10%16C%13%10C%15%16C%10%11%14)C8(C%1293)C641)C257
1226,NNC(S)C12C34OC56C78C(I)(C31C71C43C52C631)C12C34OC85C16C32C41C52C34C57C8(C9%10OC9%11OC%11%108)C89C5%10C61C78C93C24%10
1227,CC1CC23CC4(O2)C12C3C41C23OC12C14C35OC13C5(F)C21C25C67SC28C2(N6C69C%10%11ON%10C%10%12C7%13C%107C%116C8%12C9%137)C34C215
1228,C.CC12CC1C13C24SC42C45N6C78OC49C62C24C1(C735)C81C23C92C56C7(C89C%10%11OC8%12N(OCl)N%10C%118OC8%129)C28C45C78C136
1229,C.CC12C3(C45OC67OC89C%10%11N%12C%10(C%10%13N%14C%15%16OC%10%17C%15%10C%15%18OC%14%15C%17%10C%16%18%13)C%12%10C%12(N64)C8%11C%10%12C759)C4C56C7(C)C58C16C41C23C718
1230,CN1C23CC(O2)C24C15OC31C36C78N9C%10%11C3%12C%103C7%10C3(C93C79C%13%14C3%15C%133C7%13C%11%12C%147C9%13C%1537)C%103C17C19C5%10C26C31C41C82C%101C729
1231,CCC12C34C5C6(Cl)N3C5(C(F)C35C17OC73C13N7C89N%10C%11%12C%13%14C%15%16OC%15%17C%16%13C%11%14C%12%11C%10%12C%17%11C%10%11C1%13C81C%108C3(C795)C%128C1%13%11)C642
1232,CN1C2CC3CC32C23OC45C67C18OC21C32C83C18C21C42C64N6C9%10N%11C6%12C96C9%13C%10(C%12%10C47C%10(C529)C381)C12C%113C14C31C24C61%13
1233,CCC1C23C14C15C67N8C29C2%10N%11C%12%13N(OC6%14C%116C%14%11C62C1(C4%105)C%111C83C971)C12C%123OC%131C32C1(I)C2(F)OC34N5OC53C241
1234,O1C23C14C15C67N8OC9%10C1%11C4(C25C86C37C1C2C3C45C16C31C63C46C25C163)C91C%102C34C56OC7(C53C64C%1121)C12C73C45C16C24C365
1235,CC1C2CC23C24C1C15C26N2C78CC9%10N%11C9%12C9%13OC%14%15C%16%17C%18(C%12(C%1179)C2%10C8%13C31C456)C%161C%142C%173C45C%156C78C69C47C89C54C21C%1834
1236,CCC1(N)C23C14C21C25C67N8C9%10OC%11%12C%13%14OC%15%16C%17%18OC%17(O%18)C%17%18C%11%15C%13%17C9%16C%14%18C69C8(N7C67C28C32C43C65C45C7(C824)C135)C%10%129
1237,CC1C23OC45C67OC12C61C2(OCC68OC69C6%10N%11C%12%13OC6%14C%11(C89C68C9%11On%15n%16n%15C%12%15C%16(Cl)N9C%119C%14(C%1096)C%13%158)C421)C375
1238,C1C2NC13C1C24C32C13C15N6C78N9C%10%11C9%12C9%13C%14%15OC%14%16C9(C7%10C7(C9%10N%14C9%17N9C%14%18C9%17C%18%107)C%11%12%13)C%157C89C68C96C%167C87C12C43C567
1239,FC12C3(C45N6C78C9(N%10C%11%12OC%11%13C%11C(Cl)C%10%14C%119C%13%12%14)C9%10C7%11C68C%119C67C48C54C13C%106C487)C21C23C14C15C26C31C12C43C64C51C342
1240,CC.CCOC1SCN1C12C34C56C7(F)C89C%10%11C%12%13C8%14C%108C%12%10C%12%15C7%16C57C%125C%16%12C7%16C%12%11C8%10C%14(C9%15C78C19C61C96C2(C317)C468)C5%16%13
1241,O1C23C14C15C6C7C6C71C21C26OC78C39N2C2(C3%10N%11C%12%13C%14%15C%16%17N%18C%16%14C%18%17C%12%14C%12%16C%11%15C%11%15C23C%10%13C%11%12C%14%15%16)C59C42C13C14C67C81C234
1242,CC12C3C1C21N2N4C56C3(C)C23C45C136.F.O1C23OC45C16C21C62C67OC48C64C86C37C16C52C12OC35C16C31C53C25C61C435
1243,O1C23N4C56C12C12C78N(C71C458)C62C12N3C34OC56C78N3C1(C457)C13C64C15C16C79C%10C%11C%10C%11%10N%11C71C17C%11%10C61C93C71C28C415
1244,C.ClC12C34OC56OC7(C89C%10CC%11%12CN%11C78C%10%129)C57N6C13C247.S1C23C45N6N4C64C67C58C65C46C5(C12C12N4N5C41C532)C876
1245,C1C23NC4C25C13C45C12C34OC56C78C59C35C3%10C4%11C5(C45C6%12C17C28C94C%1235)C%101C23C45C67N8C9%10C8%12C96C%107C%124C54C56C%112C15C436
1246,C.ClC12OC34C56N7N5C35C13C18C9%10OC1%11C1C9(C28O%10)C1%11C63C51C23C56OC5(OC58C74C54C85C42C531)C61C23OC24OC431
1247,CC12C34C15C31C23C42C46C78C9%10OC%11(C%12%13C%14%15C%16%17N%18C%19%20C%18%21C%19%18C%19%22OC%19%23C%21%19C%23%21C%22%20C%21%20C%16%14C%17%20C%12%15C%18%19%13)OC%119C%107C47C51C71C38C261
1248,CC12C3N4C1(C1CC1)C32C12C35C67N8C9%10N%11C%12%13C%11%14C%11%15N%16C%11%17C%14%15C%17(C86C9%12C68C9%11C%16%13C%12%13N%14C9%15C9%16C%14%12C6(C%159%11)C%13%168)C%101C32C475
1249,CCC12C34C5C(C)C56C15C23C45C61C23C45N6N4C47C58C5(C9%10OC9%11C9%12C%11%13C%109C2%12%13)C42C7(C64C67C9%10OC9%11C49C%106C%1179)C85C132
1250,CCC12C34CCC56C78OC9(C13C245)C71C2(C34OC35C37OC%10%11OC%12%13C%105C%124C%11%13C34N3C5%10OC7%11C37C53C%10%11C473)C63C84C93C124
1251,CC1CC1.FC12N3C45C36C14C13C47C8(C69C6(OC%10%11C%12%13C%14%15OC6%16C6%17OC%12%18C%10%12C6%10C%116C%17%10C%18%10C%146C%12%10C%16%15%13)C259)C12C15C34C21C875
1252,CCC12C34C5C16C1(N7C18C71C79C8%10C8%11C%12%13C%14%15OC%16%17C%18%19OC%20%21C%22%23N%24C%22%25C%20%22C%21%25C%20%21C%16(O%14)C%22%20C%18(C%24%19%23)C%218C%12(C%15%17%13)C7%10C19%11)C53C246
1253,C1N2C34N5C6OC15C15C67OC16C71C23C65C41C12C34N5C67C58C59OC3%10C6(C36OC%11%12C5%13C93C%10%13C%113C59C6%10C36C%125C%1096)C81C742
1254,CC12C34C5N6C78C9C5%10C73C81C91C35N7C89N%11C%12%13N%14C%15%16ON%15C%16%12C8%12C%118C%14%11OC%118C9%12C%138C39OC3%11C7%12C67C3(C%1024)C15C9%11C%1278
1255,CC.CC12C34C15C31C23C26C78OC9%10C%11%12C%13(OC%13%14C%13%15C%16(N%17C%18%19C%16%20OC%16%21C%18%22C%17%20C%16%19C%21%22%13)C%14%15C7%112)C82C%127C28C92C9(C%106C439)C28C517
1256,CC1C2N3C4C3C14C21C2(Cl)N3C45C67SC89N%10C6%11OC%11(C87C34C215)C91C23OOC45C67N8C9%11OC9%12C86C%106C%124C5(C%1127)C361
1257,N1C2C34C5C6C27C28C59OC5%10C6(C32C14)C51C72C13C%108C91C23C23C14C21C2(C56OC78OC9%10C7%11SC9%11C85C%1062)C25C16C21C43C561
1258,CC1C2C13C1C24C13N1N2C13C15OC16C31C37OC89C%10%11OC%108C8%10C%12%13C%14(ON%15C%16%17OC%16%18C%15%17C%18%14%12)C3%12N7C%11%13C%128C1%10C96C245.N
1259,ClC1(C23C45N6C47OC48C75C65C42C853)C23OC45C67OC89C%10%11N%12C%13%14C%15C%13%16SC%13%17NC%13(C%17%16)C%15%13N%14C%13%10C%12%11C4%10C26C2(C13C782)C95%10
1260,OC1C2C3C2N1OC12C45C3C36OC78OC79C87N8C%10(C97C79OC%11%12C%13%14OC%15(F)N%16C7%17C%167C%11%16C89C%128C%15%17C%13%16C%1478)C34C61C25%10
1261,C.C1CC12C1C34OC56N7C58C7(C57C19C25C397)C12C35N7C9(C31C468)C13C74C16C21C53C62C41C21C23C45N6C47OC54C67C42C931
1262,N1OC1C12C3C4C31OC13C25C42C14C16OC17C1(C68C21C548)C71C24C56N7C89C3%10C5(C62C82C35C76C97C89C6%11C26C38C%116C759)C%1014
1263,BrC12N3C45C36C43C47OC89C4%10C78C4(C16C253)C9%10C12C35OC16C17C8(C9%10OC%11%12CC%13%14C%15CC%15C%13%15C%11%13OC9(C3%108)C5%15C%12%14%13)C61C274
1264,C1C23OC45C67C8C12C36C81N2C13C21C42C57C24C25OC67C28N2C6(C69C%10%11N%12C8%10C8%10C%13%14C2%15C82C%15%10C%132C6%14C%12%119)C72C31C524.CC
1265,C1CC2(C1)C13CC4(C21O3)C12OC35OC36N3C17OC1(OC38C13C19OC3%10C13C1%11N%12C9%13OC%129C%13%12C91C%11%12C8%103)C71C43C56C213
1266,CC1C2OC3CC24C32C35C16OC61C67OC68C43C34C16C3(C13N7C79C%10%11C%12%13N%14C%15%16C%17%18C%14(C1%10C71C97C%12%11C317)C%171C%15%13C%16%181)C64C825
1267,OC12C3C14C1C45C4OC4C46C12C41C35C62C3(OC45C67C89C%10%11N%12C8%13C%108C%11%10C%12%11C8%12C%138C%11%13C%108C9%13C68C46C58C76%12)C45C36C24C156
1268,N1C2OC23C2C45C26C42C13C51C34C62C32C35N6C78C9%10OC%11%12C93C65C35C26C2(C9%13N%14OC9%15OC9%16C%14%17C%159C%16%17C%132C%117C%10%128)C36C154
1269,CC1(CF)C2C34OC56C23C42C53C14C15C7(F)C89C%10(OOC%10%11C%10(C13C5%10C624)C12C%113C74C81C432)C12N3C14C31C35N6C43C15C629
1270,OOC1CC23CCC45C6(C2)C13C61C4(OC23C46C78OC9%10C%11%12C%13%14N%15C%13%11C%12%11C%15%14C2%12C9%11C4%12C72C%108C362)C23C46SN7C42C76C513
1271,C1SC23C4C25C2C46C35C34C57OC38C39C1C21C53C61C89N1OC23C56OC89C%10%11OC%10(C%11%10C%11%12C5%13N5C%11%14C5%12C%13%14%10)C84C29C13N67
1272,C.CC1C23C4C2(C)C25C36C13C46C14C36C37N8C9(Cl)C%10%11C8%12C3(C%12%10C38C%10%12SC%13%14C%15%16C%10%17C%12%15C%10%12C9%15C%13(C%17%163)C8%10C%14%15%12)C62C72C%111C542
1273,CN1C2OC3(C(F)C13)C13C2C12C31C34C25C12C31C36C57C58C9(C%10%11C%12%13OC%10%14C%10(O%12)C%12%15C%11(F)C%10%12C%13%14%15)C%10%11C95C5(C78%10)C13C42C%1165
1274,ClC12C34OC5(C36OC65C35N6C37C53C58C69C6%10C%11%12C%13%14C%15C%16CCC%16%17C%13%16C%15%14C5(C7%11C%17%16%12)C36C98%10)C35C16OC21C42C34C63C15C234
1275,C.C1C23C4C56C17C21C32OC3(OC89C75C57C8%10C58C5%11C%12%13N(C%14%15C%16%17C%14%18C%12%14C%15%16C%17%18%14)C%12%14C9%15C%139C%12%13C%14%12C5%14C%10%11C%12%14C%15%13C978)C25C46C315
1276,CC12C3C1C32CC12N3C45C67C89N%10C8(C%108C%10%11C%12%13C%14%15N%16C%17%18C%14%19C%17%14C%12%17C%16%12C%15%13C%13(C%12%19%17)C8(C%18%14%10)C9%11%13)C89C1%10C41C64C36C(C278)(C5%101)C694
1277,OC12N3C45C67OC89C%10%11OC%108C64C75C94C56C17C18OC9(C%10(CC%10)C219)C5(C387)C46C12C34OC%115C16C51C65C67SC38C46C12C875
1278,N1C2C1C13OC4(C1C23)C12OC35C16N1C78C39C73C7%10C%11%12N%13C%14%15C%11%16OC%11%17N%18N%19C%14%20C%11%14C%18%11C%17(C%19%17C%20%12C%17(C%13%157)C12C93C8%10C456)C%16%11%14
1279,N1OC2N3C24C12C15OC67C42C12C61C34C73C16C41C47C89OC%10%11N8C98C9%12C%13%14N%15C%10(C%11%10C%11%16C%15%13C9%13C%149C%10%11C%13%169)C%124C81C31C57C261
1280,C1CC23C4C2C32C3(C14)C21C24C15C21C32C43C24C52C56C78C9%10C%11%12OC%13%14N%11C%11%15C%13%16C%14%11C%16%11C%12%15C9%11C79C%107C8%10C8%11C79C%108C5%11C42C136
1281,CCC12C34C5C67OC8C3(C39C%10%11OC%12%13N%14C%15%16OC%17%18C%19%20OC%14%15C%17(C%14%15N%17C%10%21C%10(N(C%11%14C%12%19%18)C%21%103)C%17%159)C%16%13%20)OC39C81C1(C56C341)C729
1282,C.CC12C34OC56C17C21C32C4(C53C45C89C%10%11OC%12%13C%10%14C68C%12%14C68C%119C%13(C9%10C%11%12C%13%14N%15OC%15%13C%13%15C%14%11C%11%14C%13%16C%15%11C9%14C%12%10%16)C64C385)C712
1283,CC12C3C4N1C32C12C4(C)C3(OO3)C34C56OC78C9%10C%11%12N%13C%14%15OC%16%17C%14%18C%11%14OC%11%19OC%11%14OC%19%11C%15%16C%12(C%13%189)C%11%17C3(C75%10)C14C862
1284,CC1C2OC1(C)C13C24SC25N6C7(OC89C62C81C493)N1C23OC46C89OOOC%10(C28C32C94C62C175)C12C%103C45C16C21C34C615
1285,C1C2CC34C15OC31C2(C23CC26C27N8C69C36N2C62C3(C879)C67C28C29C%10%11C%12%13N%14C%15%16C%14%17C%15%14C%16%12C%10%12C%17(C8%126)C%116C37C26C%13%149)OC541
1286,CC12C34NON5CCC36C4C6(C5)C34N5C6(C57C35C63C68OC9%10C%11%12C%13%14C6(C76C8%13C67C96C%118C%109C8%10C%126C97%10)C35%14)C43C14OC243
1287,IC12C34OC35OC13C16C54C34C35C7(OC89N%10C%11%12C8%13C9%11C89C%11%14C%15(C%16CN%15C%16)C8%15C%118C%15%11C%15(C%12%16C%15(C%1073)C%13%14%16)C98%11)C13C51C26C431
1288,CC12CC3C1C31N(C34C56N7C58C75C37C3(C9%10OC%11%12C9%13C%109N%10C%14%15C%10(C%11%14C%128%15)C%138C%10%11C%12%13N%14SC%14%12C9%10C%138%11)C64C573)OCC21C
1289,CC1(C)C23CCC45C16C17C28C34C82C3(C48OC9%10C%11(C%12%13C%14%15OC%16%17C%12%18C%14%12C%16%14C%15%16C%11%15C%17%12C%16%15C%18%13%14)C4%11C94C%109C%10%12C83C9%10C%114%12)C51C672
1290,C.C.CCC12C34C5C67N8C69C56C79C63C14C81C23C24C56OC78C9%10N%11C9%12C9%13SC9%14C9%15C%14%16C9%14C%13(C%11%12C7(C85%10)C57C62C35C147)C%15%16%14
1291,C.N1C23C14C1(OC56C78N9C%10%11N%12C%13%14OC%15%16OC%15%17C%13%15C%17%13C1%17C%141C%10(C%10(C%12%117)C95C68%10)C%165C%15%13C51%17)C15SC67C21C31OC52C43C16C273
1292,C1C23C4C15C41C2C12N1N4C26OC2(C78OC9%10C7%11C97C28C72C%10%11C78C9%10N%11C9%12C79C7%13N%14C%15%16OC%157C%14%16C%129C82C%11%13%10)C42C14C35C624
1293,CC12OCC13C2(Cl)C12C45OC67C8(Cl)C6(C76OC79C86C76C78N%10C%11%12N%13N(C%14%15SC%117C%10%14C%1596)C%13%128)C46C47OC89C3(C546)C81C792
1294,CC12C3C45CC1C41C25C32N3C45C67N8OC69C6%10C%11%12N%13C%11%14C%11(N%15C8%16C8%17C%15%18C21C4(C38C%185%17)C%167%12)C%131C%112N3C%146C45C36C9%10C64C125
1295,CC1C2C13C1SC4C5(C123)C41C52C13C14C56C78OC9%10N7C97C9%11C%10%12C7%10C%129C79C8%12C5(C%11%107)C%129C65C16C51C57C28C35C72C43C81C632
1296,FC12C34C56C78SC9(C%10%11C%12C%13COC%14%15C%127C%13%14C%15%10C8%115)C65C96C35C13C41C36C34C25C26C78N9C7%10C27C92C39C23C74C%108C92C56C312
1297,FC12N3C14C21OC25C67C89OC8%10C6(C314)C27C12C%103C54C95C36C37C89C%10C%11OC%12%13C%11(C%10%11C%10CC%118N%109)C38C43C%121C52C61C%133C781
1298,O1C23C14C21C42C34C35N6N7C89C%10%11OC%12%13C%10%14N%10C%11%14C7(C%108C78C%10%11C%14%15C%16C%17C%14C%14%18C%17%19C%16%14C%19%18C%15%14C%12%15C%10(C%13%117)C%14%158)C97C28C63C54C178
1299,CC12C3CC14CC4(C3)C21OOC12C13N4C56C17C31C53C45C48C9%10OC4%11C84N9C89C%12%13OC8%14C%11%12C%13%14C94C48C%109C24C69C31C578
1300,C.FC12C34N5CN6CN5C6C35C13C51C35C36C78OC9%10C7%11C7(C%12%13OC%12%14OC%12%15C%16%17C%18(C%14%13Cl)C%12%16C%15%18%17)C98C7(C%10%113)C63C16C24C563
1301,C.CC12OC(C34N5C67C53C35C89N%10C8%11N8C%109C8(C89C%10%12N%13C%10%14C%138C98C%149C%10%13OC%14%15C%109C%13%14C%15%128)N%11C63C475)OC13OC3(C)O2
1302,CCC1C(C)C1C12C34OC15C21C26C37C4(C34OC38C39OC3%10OC84C%109C34C89N%10C%11%12C8%13C%103C38C%10%14C9%11C%129C%134C3%10C98%14)C52C176
1303,CC12OC13C1C45OC67C48OC54C59C%10%11C%12%13OC%14%15OC%12%16C%10%12C6(C76C37C3(C)C1%10C(Cl)(C23%10)C876)C1(C%162C%13%11C45C9%122)C23C%144C%152C431
1304,BrC12C34C56N7C89C%10%11C7%12C7%13C%14%15N%16C%17%18C%19C%17%20C%17%21OCC%17C%20%17C%21C%16%18C%19%17C%14%16C7%14C%157C%16%15C%12%16C7%14C%167C8%10C%118C%13%15C9%10C13C51C6%10C24C187
1305,C.C1C23C14C21CC25C67N8C69C86C8(C%10%11OC%12%13OC%14%15N%10C%148C8%10N%12C%13%12C%15%13C%14%15C%16%17N%18C8(C%18%16C%138C%119C%12%148)C%10%17%15)C89C1%10C4(C327)C58C6%109
1306,CC12C34OC56C78C9C35C3(C9(C147)C268)C12N4C56OC57C35C41C13C48SC9%10N%11OC9%12C49C%114C%12%11C4%12C4(OC64C9%11%12)C24C75C%101C843
1307,C.C1C2C3N1C23C12C34OC56OC37C13N1C89C1(C38C592)C41C72C63C45C6(SC78C9%10C6%11OC%116C7%11C7%12C6%13C89C76C%10%13C%11%126)C34C125
1308,CC12C34C56N7C3(C38CCC9C3%10C95C43C18C%1063)C13C74C25C41C12C46C7(Cl)C48C49C53C13C64C93C82C12C34C75C67C58C61C73C842
1309,C1OC12SCC13C2C12N1C45OC3(C142)C12N3C14N1C36C12C1(C546)C23C45OC46OC47C68C69C4%10C84C8(C521)C12C76C39C81C%1042
1310,FC12N3C45C6(OC614)OC51C34C35C67C89OC6%10C86C8%11C(Br)(C%12%13C%14C%15%16C%17CC(OC%17%15%12)C%12%15C%14%13C%12%13C%169C%10%15%13)C3(C678)C36C25C43C1%116
1311,ClC12C34C56OC37C3(C58N5C39C53C5%10C%11(OC%11%12C%11%13N%14C%15%16CN%17C%18%19C%20CC%21C%22%23C%20%17C%15%17C%18%22C%21%23C%16%19C%11%17C%14%11C3%14C%13%11C%125%14)C89%10)C17C264
1312,CC1N2C34SC5(C67C(C)C65C12N37)C12C3(Cl)C56C78OC9%10N7C97C1(N%10C87C17C48C14C32C874)C51C62OC34C56N7C35C46C721
1313,CCC12OC34C15OC2C1C32C36C17C18C(F)(C39N(C3%10SC3%11C3%12N%13C%14%15C%10%16OC%10(C%13%14C%15%13C%163C%11%12%13)C3%11C%12%13C%10%14C3%12C%11%14%13)C91C276)C548
1314,CC1C23CC4(C5CC52)N2C56OC78OC9%10N%11C7%12C97C%129C%12(F)C%13%14C%15%16C(Cl)(C79C%11(C123)C12C5(O8)C%101C42O6)C%131C%152C%123C%14%16C312
